10159	2
56983	2
66005	2
145864	2
515	12
6610	12
6839	12
7070	12
10165	12
26353	12
54438	12
57035	12
57338	12
84547	12
6285	14
8641	14
10076	14
79630	14
740	16
939	16
968	16
4793	16
4879	16
5191	16
9392	16
9846	16
11017	16
23038	16
25904	16
27287	16
55735	16
55794	16
56107	16
57179	16
64854	16
81618	16
84108	16
84277	16
92935	16
114885	16
373863	16
3831	18
1047	20
26232	20
11326	22
54940	22
3030	26
6382	26
6383	26
6385	26
79012	26
147808	26
1902	27
2077	27
3312	27
4690	27
8440	27
9529	27
9532	27
9610	27
10174	27
11334	27
84626	27
93436	27
112849	27
146330	27
404636	27
548645	27
58526	31
3959	32
58526	32
740	34
5292	34
9212	34
27287	34
2799	35
3458	35
8220	35
55006	35
941	36
2840	36
4277	36
5292	36
9212	36
154091	36
10483	37
50852	37
55794	37
81618	37
3155	38
55006	38
55794	38
81618	38
200523	38
203068	38
939	39
4879	39
5191	39
23038	39
27287	39
55794	39
81618	39
340069	39
345757	39
1047	43
3956	43
8292	43
79630	43
387911	43
832	48
740	50
4938	50
5191	50
9846	50
11017	50
25904	50
27287	50
51649	50
55794	50
81618	50
84277	50
114885	50
373863	50
1266	51
5913	51
5998	51
6610	51
6839	51
11072	51
26292	51
27287	51
55175	51
56940	51
79876	51
134285	51
5305	52
887	53
963	53
1047	53
1235	53
1901	53
1903	53
2833	53
3354	53
3358	53
3956	53
3958	53
7433	53
8698	53
10960	53
23673	53
26232	53
51704	53
55194	53
55794	53
56928	53
58477	53
1136	55
6610	55
6839	55
7070	55
10165	55
26292	55
140462	55
285855	55
4240	58
51649	58
55243	58
284654	58
338872	58
1627	59
10391	59
94134	59
1627	60
94134	60
9124	81
605	86
6602	86
9124	87
4240	88
9124	88
51649	88
53339	88
338872	88
4240	89
9124	89
51649	89
53339	89
54881	89
55243	89
338872	89
1718	90
5819	90
6429	90
10008	90
23155	90
93	91
5159	91
221188	91
93	92
4277	92
8788	92
740	95
5746	95
5867	95
6570	95
27287	95
51368	95
51400	95
57709	95
57720	95
81618	95
154091	95
345757	95
388951	95
81833	100
1047	102
2137	102
3077	102
4277	102
6327	102
7078	102
10394	102
10960	102
23555	102
26232	102
26270	102
30010	102
64100	102
79630	102
116372	102
160065	102
338328	102
388633	102
388650	102
619279	102
3609	103
79169	103
1047	109
27091	111
10345	112
11041	112
50674	112
2833	113
7852	113
57007	113
57156	113
6433	115
10422	115
23306	115
23378	115
91408	115
126147	115
119	118
147463	118
9330	119
147463	120
1687	123
1902	123
23761	123
50814	123
56616	123
57146	123
64786	123
652	131
5913	131
10562	131
57035	131
3965	132
4879	132
6610	132
9846	132
25904	132
27287	132
55735	132
55794	132
56107	132
92935	132
283237	132
373863	132
4938	159
23038	159
27287	159
55735	159
55794	159
56107	159
84277	159
122622	159
283237	159
373863	159
273	160
1175	160
10921	160
51429	160
55738	160
85021	160
273	161
1175	161
10228	161
10921	161
51429	161
55738	161
85021	161
1175	162
950	164
2833	164
10312	164
4239	166
7088	166
7089	166
51433	166
2266	174
57179	174
84548	175
8987	178
3956	182
6610	202
4240	203
4879	203
6610	203
9846	203
11017	203
23038	203
51649	203
55243	203
338872	203
740	205
4793	205
4879	205
9846	205
27287	205
54940	205
55735	205
55794	205
81618	205
92935	205
445328	210
923	214
3956	214
3958	214
9329	214
79096	214
444	215
1896	215
2357	215
6273	215
7782	215
7852	215
55800	215
57007	215
57326	215
64083	215
113174	215
114990	215
136263	215
340547	215
6610	216
51530	216
55218	216
80746	216
84619	216
158787	216
1329	217
3249	217
4070	217
5318	217
5913	217
6610	217
9212	217
9846	217
27287	217
55006	217
81618	217
84331	217
404636	217
652	218
6610	218
57035	218
6610	220
26292	220
27294	220
817	221
1317	221
2512	221
2773	221
5631	221
8220	221
10294	221
10534	221
57826	221
65263	221
83540	221
113174	221
113174	224
387357	240
3034	242
5318	242
5913	242
6610	242
6839	242
11253	242
26292	242
317719	242
1140	267
3737	267
6574	267
6584	267
23197	267
54946	267
92305	267
154091	267
923	271
960	271
3030	271
6382	271
6383	271
6385	271
8479	271
8712	271
10921	271
27287	271
50717	271
55794	271
84285	271
84717	271
85403	271
79983	273
273	274
566	274
740	274
968	274
27287	274
51649	274
55794	274
81488	274
283237	274
338872	274
4109	288
79176	293
81570	293
126299	302
3965	307
6610	307
6839	307
51324	307
55794	307
283237	307
55794	311
321	320
64130	320
1317	321
10483	321
163702	321
4070	322
1861	323
6622	323
10049	323
10345	323
37	324
1962	324
7483	324
7529	324
23291	324
30851	324
56998	324
64130	324
64764	324
90187	324
126147	324
150280	324
338761	327
801	329
958	329
2919	329
5886	329
6320	329
7133	329
7185	329
10446	329
27342	329
28962	329
54472	329
56616	329
56674	329
64900	329
84000	329
7185	330
4241	331
5657	331
6320	331
28962	331
56616	331
388650	331
323	333
321	334
323	334
1902	334
9546	334
1141	335
1393	335
2823	335
6610	335
10018	335
10218	335
57035	335
2823	336
3354	338
6185	338
92691	338
1861	347
3950	347
4059	347
4762	347
5106	347
5868	347
6376	347
6839	347
8733	347
11321	347
23495	347
26231	347
28956	347
29968	347
51023	347
80310	347
80789	347
93621	347
219771	347
321	351
323	351
9546	351
824	355
5538	355
7280	355
10381	355
23057	355
81027	355
84866	355
203068	355
338872	355
345757	355
5304	357
7529	357
8440	357
10971	357
64764	357
7529	369
8974	369
10971	369
64764	369
381	377
10123	379
84866	379
4879	381
65988	381
27287	384
389	387
28511	387
55092	390
64764	390
740	391
2358	391
4070	391
4793	391
5910	391
27287	391
56107	391
404636	391
740	392
2512	392
3965	392
4879	392
5191	392
6610	392
9846	392
11258	392
25904	392
27287	392
55735	392
55794	392
57179	392
81618	392
92935	392
158062	392
283237	392
283870	392
56888	394
64764	395
4879	402
5191	402
9094	402
23038	402
27020	402
27287	402
55794	402
55800	402
203068	402
340547	402
6102	403
9094	403
